,serviceCharge,heatingType,newlyConst,balcony,picturecount,totalRent,yearConstructed,noParkSpaces,firingTypes,hasKitchen,cellar,yearConstructedRange,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,regio3,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish
263560,150.0,self_contained_central_heating,False,True,13,990.0,1990.0,2.0,natural_gas_light,False,True,4.0,840.0,93.0,well_kept,normal,no,False,apartment,51147,3.0,148.6,1.0,1.0,3,False,Wahnheide,"- Dachgiebelhohes Wohnzimmer
- Kamin (chimney)
- Balkon (balcony)
- Fußbodenheizung (floor heating)
- Kunststofffenster mit Doppelverglasung (double-glazed windows (plastics))
- helles Bad mit heller Einrichtung (brightness bath)
- Gäste WC (guest WC)
- Badewanne und Dusche mit Fenster (bathtub with shower and window)
- Trockenraum im Keller (drying room)
- Waschraum mit separaten Zähler im Keller (washroom with separate counter)
- Fliesen (flagging)
- Laminat (laminate)
- Gegensprechanlage (interphone)
- Türzargen aus Holz (door case in wood)
- Türspion (door viewer)

Wohnfläche (living space): 93 m²

Achtung:
Die eingestellten Fotos stammen aus einer vergangenen Vermietung dieser Wohnung. Nach Erstbesichtigung werden aktuelle eingestellt!",,,
263577,170.0,central_heating,False,True,7,,1976.0,,gas,False,True,3.0,821.59,77.0,well_kept,normal,negotiable,True,apartment,50999,3.5,94.37,3.0,5.0,3,False,Weiß,"° Balkon
° Aufzug
° innenliegendes Bad mit Wanne
° Waschmaschinenanschluss im Badezimmer
° Gaszentralheizung
° E-Durchlauferhitzer zur Aufbereitung der Warmwasserversorgung
° Abstellkammer
° Trockenräume
° Fahrradkeller
° Multimedianschluss
° Rauchmelder
° Türspion

Aufzug, Balkon, Wannenbad, Abstellkammer
• Balkon
 • Aufzug
 • Zentral
 • Gas",64.0,,
263651,85.0,gas_heating,False,False,9,690.0,,1.0,gas,False,True,,565.0,49.21,fully_renovated,simple,no,False,maisonette,50969,2.0,,4.0,4.0,2,True,Zollstock,neuer heller Vinylboden,40.0,,2018.0
263675,150.0,gas_heating,False,True,8,715.0,,,,False,True,,565.0,62.2,well_kept,normal,no,False,,51103,2.0,,4.0,4.0,2,False,Vingst,Böden sind Laminat und Fliesen,,,
263842,50.0,central_heating,False,False,5,880.0,,,,True,False,,830.0,16.0,modernized,sophisticated,no,False,apartment,50672,1.0,,4.0,,1,False,Altstadt_&_Neustadt_Nord,,,,
263909,130.0,central_heating,False,True,5,690.0,1972.0,,local_heating,True,False,3.0,560.0,31.5,well_kept,,,True,,50678,1.0,136.0,3.0,6.0,1,False,Altstadt_&_Neustadt_Süd,"Hier einige Ausstattungsmerkmale Apartment 11:

- Wannenbad
- PVC Fussboden
- Pantryküche 
- Einbauschrank
- Aufzug vorhanden!",,,
263955,200.0,central_heating,False,False,8,959.0,1990.0,,natural_gas_light,True,False,4.0,759.0,72.0,fully_renovated,sophisticated,no,False,ground_floor,51143,2.0,,0.0,2.0,2,False,Zündorf,"Helle Wohnung, Designboden aus Vinyl in Parket- Optik, Fliesen in Ecrü  im Bad, dunkelgraue Bodenfliesen in der Diele und im Gäste-WC.  Zwei Abstellräume.
Separater Küchen- und Essbereich.",,,
264209,65.0,self_contained_central_heating,False,False,11,,,,gas,True,True,,543.0,35.0,fully_renovated,sophisticated,,False,apartment,50733,1.0,,3.0,4.0,1,False,Nippes,"Die Wohnung sowie das gesamte Gebäude wurden erst vor wenigen Jahren umfangreich renoviert und saniert, sodass das Gebäude zum einen den klassischen Altbaucharme bietet, aber technisch in einem neuwertigen Zustand ist und die Wohnung somit über folgende Ausstattungsmerkmale verfügt:
* Decken- und Wandflächen sind tapeziert und weiß gestrichen
* neuwertiger Fußboden in Holzoptik im Wohn-Schlafbereich
* neuwertiges Tageslichtbadezimmer mit modernen Wand- und Bodenfliesen
* Deckenspots im Bad
* neuwertige isolierverglaste Fenster aus Holz
* neuwertige Gasetagenheizung mit progr. Raumthermostat
* Gegensprechanlage
* Kabel-TV

Die Heiz- uns Warmwasserkosten sowie der private Haushaltsstrom werden unmittelbar an einen Versorger Ihrer Wahl entrichtet.

Die vorhandene, neuwertige Einbauküche inkl. freistehendem Kühl-/Gefrierschrank kann bei Interesse gerne von der jetzigen Mieterin übernommen werden.",,,
264314,130.0,gas_heating,False,True,16,580.0,1961.0,,gas,True,True,2.0,450.0,50.0,well_kept,normal,negotiable,False,apartment,50737,2.0,,1.0,2.0,2,False,Longerich,"Laminatboden, weißes Badezimmer",,,2014.0
264393,180.0,central_heating,False,True,6,800.0,1977.0,,gas,False,True,3.0,620.0,61.95,,,,False,apartment,51103,2.0,86.0,2.0,3.0,2,False,Kalk,"- ca. 61,95 m²
- 2 Zimmer
- neuwertiges Laminat
- Balkon
- Waschküche
- innenliegendes Wannenbad
- Kellerabteil",,,
264427,137.5,central_heating,False,True,5,856.07,2001.0,1.0,gas,False,True,6.0,573.31,76.34,,,,False,roof_storey,51061,3.0,57.0,4.0,4.0,3,False,Höhenhaus,"Der Bodenbelag als auch die Fußleisten sind vom Mieter auf eigene Kosten zu stellen. Der vorhandene PVC-Bodenbelag dient lediglich als Schutz des Estrichs, daher werden Reparaturen an diesem Belag vom Vermieter nicht durchgeführt. Bodenbeläge des Mieters dürfen nicht vollflächig verklebt werden",99.24,,
264532,140.0,floor_heating,False,True,11,1005.0,,,,True,True,,865.0,75.0,,,negotiable,False,apartment,51063,2.0,,2.0,4.0,2,False,Mülheim,,,,
264544,220.0,central_heating,False,True,16,1815.0,1963.0,,gas,True,True,2.0,1595.0,91.0,mint_condition,luxury,no,True,terraced_flat,50674,3.0,165.0,,,3,False,Altstadt_&_Neustadt_Süd,"3 einzelne Zimmer - auch geeignet für 2er- oder 3er-WG, ein Zimmer kleiner. 
Bad mit Dusche und WC, Diele, Kellerabteil 
40 qm Sonnenterrasse
Teilmöbliert mit schicker neuer Siemens-Einbauküche (alle Geräte sehr energiesparend und leise) und modernen LED-Leuchten. 
*Die Küche, Waschmaschine und Einrichtung sind im Mietpreis enthalten.*


----------------------------

APARTMENT OFFERS: 
3 Single rooms - suitable for 2 or 3 persons
Bathroom with shower and toilet, as well as plumbing for laundry machines
Spacious hallway 
40qm terrace with plenty of sunshine!
Cellar for storage 
Partly furnished with chic new Siemens fitted kitchen (all appliances are very energy-efficient and quiet) with modern LED lights. 
* The washing machine and kitchen equipment are included in the rent *",,NO_INFORMATION,2019.0
264593,142.0,central_heating,False,False,6,692.0,,,,False,True,,550.0,50.0,fully_renovated,sophisticated,no,False,apartment,51063,3.0,,1.0,4.0,3,True,Mülheim,Laminatboden in Eichenoptik in der kompletten Wohnung. Fenster in Doppelverglasung. Es besteht ein Sattelittenanschluß und die Wohnung hat eine Türsprechnanlage.,,,2020.0
264610,90.0,central_heating,False,True,8,,,,gas,True,False,,1000.0,67.0,well_kept,,negotiable,True,apartment,50670,3.0,120.0,1.0,4.0,3,False,Altstadt_&_Neustadt_Nord,"Die Wohnung liegt in der ersten Etage eines gepflegten Mehrfamilienhauses in Köln. Sie besteht aus einer großen Wohnküche, einem Schlafzimmer, einem Kinderzimmer, sowie Diele und Tageslichtbad mit Badewanne.
Selbstverständlich bringt sie ein Aufzug direkt in die erste Etage.",90.0,,
264719,220.0,heat_pump,False,True,2,1144.0,2018.0,1.0,electricity,False,True,9.0,924.0,77.0,mint_condition,sophisticated,no,False,maisonette,50769,3.0,24.2,2.0,2.0,3,False,Worringen,"moderne Fliesen in allen Räumen, Fußbodenheizung in allen Räumen, teilweise bodentiefe Fenster, elektrische Jalousien an allen Fenstern, Bad mit Dusche, elektrischer Handtuchwärmer, Südbalkon, Dachterrasse, Videotürsprechanlage, SAT-TV, Garage mit elektrischem Rolltor, separater Keller, Fahrradraum, externe Hausverwaltung",,A_PLUS,
264737,0.0,district_heating,False,False,6,1390.0,1951.0,,district_heating,True,False,2.0,1390.0,61.0,well_kept,normal,no,False,other,50935,3.0,146.9,1.0,6.0,3,False,Altstadt_&_Neustadt_Nord,"Geschmackvolle, wertige Einrichtung. Smart TV, Internet- und Telefonanschluss (Unitymedia). Bett im SZ 1,80 x 2,00m. Neue weiße Einbauküche mit kleinem Backofen, 2 Ceranfelder, Geschirrspüler, Kühlschrank. ""Löffelfertig"" ausgestattet (Bettwäsche, Handtücher, Geschirr, Gläser, Beteck, Töpfe, div. Küchenutensilien).
Auf Wunsch Putzservice und Wäschewechsel gegen Aufpreis. Parken in naher Sammelgarage möglich, Anwohnerparkausweis.",,E,
264781,170.0,central_heating,False,True,11,825.0,1974.0,1.0,district_heating,True,True,3.0,655.0,60.0,well_kept,sophisticated,negotiable,True,apartment,50996,2.0,115.0,3.0,,2,False,Rodenkirchen,,,,2005.0
264833,400.0,self_contained_central_heating,False,True,6,4400.0,1958.0,1.0,gas,True,True,2.0,3880.0,246.0,fully_renovated,sophisticated,,False,maisonette,50933,4.0,155.1,0.0,,4,True,Braunsfeld,"Massive Eichenparkettböden
Einbauküche
Herrliche Terrassen
Parkgartenblick
außergwöhnliche Bäder
Hohe Decken",,NO_INFORMATION,
264953,120.0,central_heating,True,False,12,719.0,2018.0,,,True,False,9.0,599.0,24.43,first_time_use,,,True,apartment,50823,1.0,,1.0,,1,False,Neuehrenfeld,"Diese Wohnung ist wie folgt ausgestattet:

- 1 Zimmer
- ausgestattet mit Sitzmöbeln, Schreibtisch, Esstisch, Bett, Garderobe, Spiegel, Kleiderschrank und Standregal 
- moderner PVC-Boden
- offene Pantry-Küche, ausgestattet mit Spüle, Ceran-Kochfeld, Kühlschrank und Mikrowelle
- innenliegendes, hell gefliestes Badezimmer mit Dusche und Handtuchheizkörper

Je nach Kapazität kann auch ein Pkw-Stellplatz (95,00 Euro/ Monat) in der Tiefgarage mit separatem Vertrag angemietet werden.",,,
264987,395.0,central_heating,False,True,17,2775.0,2015.0,1.0,gas,True,True,8.0,2250.0,132.0,mint_condition,luxury,,True,apartment,50670,3.0,,4.0,5.0,3,False,Altstadt_&_Neustadt_Nord,"- Gerling-Quartier
- 132 m²-Maisonette
- 3 Zimmer
- Hochwertiger Parkettboden in der gesamten Wohnung 
- Luxus-Küche inklusive
- Deckenhöhe 2,85 m
- 1 Wannenbad & 1 Gäste-WC
- 3 Balkone
- Absolute Ruhiglage
- Concierge-Service",,,
264989,110.0,central_heating,False,True,10,1315.0,2004.0,,gas,False,True,6.0,1115.0,92.91,well_kept,sophisticated,,False,apartment,50735,3.0,84.0,2.0,4.0,3,False,Niehl,"schöner Parkettboden mit Fussbodenheizung in den Wohnräumen,
Die Böden in Küche, Bad und WC sind gefliest,
Die Wände sind weiss gestrichen,

Gebäude nach akueller Wärmeschutzverordnung errichtet, daher niedrige Heizkosten",90.0,,
265156,190.0,,False,False,12,880.0,,,,True,True,,690.0,64.0,well_kept,normal,no,False,roof_storey,50997,2.0,,2.0,2.0,2,True,Godorf,,,,
265174,300.0,central_heating,False,True,16,1100.0,1975.0,0.0,oil,False,False,3.0,800.0,90.0,negotiable,normal,negotiable,False,apartment,50767,3.0,130.7,1.0,1.0,3,False,Lindweiler,"Waschmaschinenanschluss im Badezimmer.
Große Dusch-Badewanne 180x80cm.

Übernahme der Küche sowie der Badmöbel nach Absprache mit dem Vormieter möglich.",,,2010.0
265489,1350.0,central_heating,False,False,10,,2017.0,2.0,district_heating,False,True,9.0,4995.0,243.42,mint_condition,luxury,no,True,apartment,50670,3.0,54.0,1.0,14.0,3,False,Altstadt_&_Neustadt_Nord,"Alle Ausstattungsmerkmale auf einen Blick:

- historisches Gebäude im Stadtzentrum 
- sehr moderne und hochwertig ausgestattete Wohnung mit traumhafter Loggia
- moderne Einbauküche mit hochwertigen Elektrogeräten
- G- WC
- hochwertiges Badezimmer én Suite mit Dusche, Badewanne und Tageslicht
- Hauswirtschaftsraum
- Beschattungssystem
- Fußbodenheizung
- Parkettboden
- Concierge Service
- hauseigenes Fitnessstudio
- TG Stellplatz € 220;-- ( 2 Stellplätze hintereinander)",,,
265579,390.0,district_heating,True,True,47,2999.0,2017.0,1.0,district_heating,True,True,9.0,2609.0,160.0,first_time_use,luxury,negotiable,True,penthouse,50668,4.5,70.0,5.0,5.0,4,True,Altstadt_&_Neustadt_Nord,"•	absolut ruhige Oasen-Wohnlage inmitten der Innenstadt
•	zweigeschossiges Wohnen mit innliegender Treppe (beide Etagen auch über das Treppenhaus mit Aufzug erreichbar!)
•	durch die zweiseitige Fenstererschließung offenbart sich vorderseitig ein atemberaubender Domblick, rückseitig der Blick auf den gestalteten Innenhof und das gesamte Kunibertsviertel
•	exklusives, handgehobeltes Parkett aus Räuchereiche
•	Luxus Einbauküche von Warendorf / Miele aus Fenix (Red Dot Design Award)
•	Designtreppe als schwebende Skulptur
•	Einbauschränke aus weißlackiertem Birkenholz
•	Bad mit Naturstein und Eckwanne
•	Gästebad mit Naturstein und bodengleicher Dusche
•	exklusive Badausstattung
•	überdachte Terrasse (Loggia) im 5. OG, ein Balkon im 4. OG (je 11 qm groß!)
•	bodentiefe Holz-Aluminiumfenster mit integrierten elektrischen Jalousien, die für ein lichtdurchflutetes und sichtgeschütztes Wohnambiente sorgen
•	LED-Designerleuchten von Artemide und Wever & Ducré
•	Video-Gegensprechanlage an der Wohnungstür
•	Brandmeldeanlage
•	Treppenelemente aus italienischem Basaltin
•	stumpf einschlagende Türblätter mit verdeckten Türbändern
•	barrierefreies Wohnen möglich
•	Tiefgaragenstellplatz mit Lademöglichkeit für Elektrofahrzeuge
•	hauseigene Entkalkungsanlage für kalkfreies Wasser
•	2,75 m hohe Türen und Decken
•	Waschküche mit Anschlussmöglichkeit für Waschmaschine und Trockner 
•	separater Kellerraum",,,2017.0
265647,120.0,central_heating,False,True,5,1255.0,,,oil,False,False,,1000.0,93.0,,sophisticated,,False,apartment,51063,2.0,,1.0,3.0,2,False,Mülheim,"Ausstattung: 
-	neuer Laminatboden
-	neu tapeziert 
-	Tageslicht Badezimmer
-	Badewanne 
-	Dusche 	
-	Gehobene Ausstattung
-	Gute Infrastruktur",135.0,,2018.0
265704,180.0,floor_heating,False,True,19,1075.0,2010.0,1.0,natural_gas_heavy,True,False,7.0,895.0,77.0,,sophisticated,no,True,apartment,50859,2.5,,2.0,,2,False,Widdersdorf,"Fußbodenheizung, G-WC, Kabel-TV, zentrale Warmwasserversorgung, Hausmeister,
Einbauküche mit Spülmaschine muss für 900,00 € erworben werden.",,,
265826,120.0,central_heating,False,True,11,650.0,1971.0,,natural_gas_light,False,True,3.0,530.0,49.0,first_time_use_after_refurbishment,sophisticated,,False,ground_floor,51147,2.0,151.0,0.0,2.0,2,False,Wahnheide,"Die Wohnung wurde gerade sehr aufwendig komplett saniert. In der gesamten Wohnung wurde ein äußerst moderner und pflegeleichter Vinylboden verlegt. Das Fenster-Bad hat eine Badewanne und ist mit großflächigen, weißen Fliesen ausgestattet. Alle Sanitärinstallationen wurden hochwertig erneuert. Auch auf die Sicherheit wurde hier viel Wert gelegt, alle Fenster sowie die Balkontür sind mit Rollläden und zusätzlichen Sicherheitsverriegelungen ausgestattet.",,E,2020.0
265858,200.0,,False,True,3,1250.0,,,,False,False,,1050.0,89.0,mint_condition,sophisticated,,False,ground_floor,51061,3.0,,,,3,False,Höhenhaus,,,,
265931,50.0,gas_heating,False,True,33,1300.0,,,pellet_heating,True,True,,1200.0,80.0,fully_renovated,sophisticated,no,False,apartment,51063,2.0,68.4,1.0,3.0,2,True,Mülheim,"Wohnung   Formesstr. 30       1 Obergeschoss
ca. 80qm  + 12 qm Terrasse und Balkon
und ist Teilmöbliert 

Die Wohnung hat eine Einbauküche Lack weiss mit Spülmaschine, Kühl und Gefrierschrank, Ceran Kochfeld mit Backofen

Im Schlafzimmer weisser Einbauschrank mit Einbaustrahler

Küche: 
Weisse  Lack Einbauküche mit Kühl und Gefrierkombination , Spülmaschine 
Koch – Ceranfeld mit Backofen , Spüle usw.

Schlafzimmer :  
Einbauschrank in weiss mit Einbaustrahler



Bad: Grosse  Dusche ebenerdig mit Kopf und Handbrause , Glasduschabtrennung  und Thermostatbatterie 

Grosser Glas - Waschtisch mit Batterie und Unterschrank grossem Spiegel

Wanne weiss mit Batterie
Grosser Badhandtuch Heizkörper
Sanitäre Einrichtung in weiss
Einbaustrahler

Gäste – WC : Wandhängendes WC , Waschtisch mit Spiegel und Urinal

Küche und Schlafzimmer Hofseite mit Terrasse
Wohnzimmer mit Balkon Strassenseite

Zentral Warmwasser - Versorgung

Video –Sprechanlage 

Fußboden in der Wohnung  Laminat

Waschküche im Keller Stellplatz für Waschmaschine und Trockner
Kellerraum vorhanden
Energieausweis ist vorhanden",50.0,A_PLUS,2013.0
265955,143.0,district_heating,False,False,6,,2017.0,,local_heating,False,False,9.0,673.79,35.79,mint_condition,,no,True,,51105,1.0,43.88,2.0,4.0,1,False,Humboldt/Gremberg,"Die Appartements sind voll möbliert und modern eingerichtet. Eine Pantry-Küche mit Herd, Spüle, Kühlschrank, Mikrowelle, Kleiderschrank, Schreibtisch mit Stuhl, Hänge- und Standregal, Garderobe mit Spiegel, Bett mit Lattenrost (90 cm x 200 cm) vervollständigen die Einrichtung.
Das Objekt umfasst folgende Appartements:
•	137 Appartements (19 - 74 m² Wohnfläche)
•	10 Kfz-Stellplätze / 28 TG-Stellplätze",,A_PLUS,
266048,150.0,heat_pump,False,True,17,1000.0,,,geothermal,True,True,,850.0,50.0,well_kept,,no,True,apartment,50735,2.0,,1.0,4.0,2,False,Niehl,,,,
266110,220.0,central_heating,True,True,2,1280.0,2019.0,1.0,gas,False,True,9.0,1060.0,85.0,first_time_use,sophisticated,negotiable,True,roof_storey,51145,3.0,,4.0,4.0,3,False,Urbach,"-hell gefliestes Bad mit modernem anthrazitfarbenen Bodenbelag
-Scheinwerferspots zur Lichtgebung in den Sanitärbereichen
-ebenerdige Dusche
-moderner Designbodenbelag aus Vinyl in Holzoptik in allen Räumen
-weiße Fußleisten
-neutrale weiße Streichputzwände
-separater Kellerraum
-dreifachverglaste Fenster im weißen Kunststoffrahmen
-moderner, grauer Basaltbodenbelag auf Balkon bzw. Terasse",,,
266313,170.99,district_heating,False,False,12,690.99,1972.0,,district_heating,True,False,3.0,520.0,27.0,refurbished,sophisticated,no,True,apartment,50823,1.0,,1.0,31.0,1,False,Neuehrenfeld,"Wannenbad, Einbauküche, hochwertiger Laminatboden",,,2018.0
266326,150.0,district_heating,False,True,7,770.0,1981.0,1.0,district_heating,True,True,4.0,620.0,62.0,modernized,sophisticated,no,True,apartment,50858,2.0,132.0,14.0,17.0,2,False,Junkersdorf,"Einbauküche, Doppelbett",,,
266469,65.0,central_heating,False,False,9,525.0,,1.0,,True,True,,460.0,32.0,well_kept,normal,,True,apartment,50937,1.5,,8.0,8.0,1,False,Sülz,"Die Wohnung ist komplett modern möbliert (mit großem Schreibtisch, Bett, Küche, Wohnzimmer-und Schlafzimmerschränke), Telefon/Kabelanschluss ist vorhanden.
Die auf den Bildern zu sehenden technischen Geräte (TV,PC, u.ä.) gehören nicht zur Ausstattung. 
Die Wohnung ist mit Laminatboden ausgestattet.
Ein Außenstellplatz kann bei Bedarf optional dazugemietet werden (55 Euro p.M.).",70.0,,
266622,985.0,central_heating,False,True,16,,2017.0,2.0,district_heating,False,True,9.0,4150.0,180.0,mint_condition,luxury,no,True,apartment,50670,3.0,54.0,11.0,14.0,3,False,Altstadt_&_Neustadt_Nord,"Alle Ausstattungsmerkmale auf einen Blick:

- historisches Gebäude im Stadtzentrum 
- sehr moderne und hochwertig ausgestattete Wohnung mit traumhafter Loggia
- moderne Einbauküche mit hochwertigen Elektrogeräten
- G- WC
- hochwertiges Badezimmer én Suite mit Dusche, Badewanne und Tageslicht
- Hauswirtschaftsraum
- Beschattungssystem
- Fußbodenheizung
- Parkettboden
- Concierge Service
- hauseigenes Fitnessstudio
- TG Stellplatz € 220;-- ( 2 Stellplätze hintereinander)",,,
266740,100.0,gas_heating,False,True,11,950.0,2003.0,1.0,gas,False,True,6.0,850.0,65.0,refurbished,,no,False,other,51061,2.0,,1.0,4.0,2,False,Höhenhaus,"Als Oberböden sind sowohl Parkett als auch Naturstein in der Wohnung verlegt.

Das Badezimmer verfügt über sowohl Dusche als auch Badewanne,
ebenfalls sind die Anschlüsse für Waschmaschine und Trockner im Badezimmer.

Die einzelnen Räume verfügen über eigene Radiatoren, die Warmwasseraufbereitung erfolgt über Durchlauferhitzer.

Das Wohnzimmer verfügt über Bodentiefe Fenster und einen Zugang zum Balkon.",,,2009.0
266741,205.0,gas_heating,False,True,10,1420.0,1900.0,,gas,True,False,1.0,1215.0,96.0,fully_renovated,sophisticated,negotiable,False,apartment,50679,3.0,185.1,1.0,5.0,3,False,Deutz,"Restaurierte Parkettböden, große helle Fenster, begehbarer Schrank, abgehängte Decke im Flur als Speicher mit viel zusätzlichem Stauraum",,,2018.0
